RegionName,year,zhvi,state_name,median_household_income,median_home_value,median_gross_rent,total_occupied_units,owner_occupied_units,renter_occupied_units,total_population,state_fips,homeownership_rate,price_to_income_ratio,MSPUS,MORTGAGE30US,HOUST,CSUSHPINSA,RHORUSQ156N,MSACSR
California,2018,521936.34483768296,California,71228,475900,1429,12965435,7085435,5880000,39148760,6,54.6,6.681361262424889,325275.0,4.544615384615384,1246.8333333333333,202.42791666666668,64.425,6.175
California,2020,563401.3407959783,California,78672,538500,1586,13103114,7241318,5861796,39346023,6,55.3,6.844874923733984,328150.0,3.111698113207547,1394.3333333333333,222.06316666666666,66.6,4.625
California,2022,739682.4099192168,California,91905,659300,1856,13315822,7407361,5908461,39356104,6,55.6,7.173711985202111,432950.0,5.344038461538461,1551.5,298.32533333333333,65.775,8.483333333333333
California,2023,730116.4657003456,California,96334,695400,1956,13434847,7494811,5940036,39242785,6,55.8,7.218635165154566,426525.0,6.806730769230769,1420.5833333333333,305.7504166666667,65.9,7.875
Colorado,2010,223303.8085795573,Colorado,56456,236600,852,1918959,1296670,622289,4887061,8,67.6,4.190874309196542,222700.0,4.689807692307692,585.5,144.66108333333332,66.85,8.0
Colorado,2012,218104.1606283365,Colorado,58244,236800,915,1962753,1293951,668802,5042853,8,65.9,4.065654831398942,244400.0,3.6574999999999998,783.75,140.97799999999998,65.45,4.758333333333334
Colorado,2014,256192.14658116255,Colorado,59448,239400,969,1998314,1295048,703266,5197580,8,64.8,4.027048849414615,285775.0,4.168867924528302,1000.25,164.66633333333334,64.475,5.4750000000000005
Colorado,2016,319492.52933185553,Colorado,62520,264600,1057,2051616,1320617,730999,5359295,8,64.4,4.232245681381958,305125.0,3.6540384615384616,1177.0833333333333,180.89083333333335,63.4,5.208333333333333
Colorado,2018,374736.3907004168,Colorado,68811,313600,1196,2113387,1371145,742242,5531141,8,64.9,4.557410879074567,325275.0,4.544615384615384,1246.8333333333333,202.42791666666668,64.425,6.175
Colorado,2020,414764.073157882,Colorado,75231,369900,1335,2137402,1415324,722078,5684926,8,66.2,4.916856083263548,328150.0,3.111698113207547,1394.3333333333333,222.06316666666666,66.6,4.625
Colorado,2022,550687.6198894894,Colorado,87598,465900,1594,2278044,1507547,770497,5770790,8,66.2,5.318614580241558,432950.0,5.344038461538461,1551.5,298.32533333333333,65.775,8.483333333333333
Colorado,2023,540325.2467402689,Colorado,92470,502200,1693,2325576,1542215,783361,5810774,8,66.3,5.430950578566021,426525.0,6.806730769230769,1420.5833333333333,305.7504166666667,65.9,7.875
Connecticut,2010,252207.4209288135,Connecticut,67740,296500,982,1359218,939984,419234,3545837,9,69.2,4.377029819899616,222700.0,4.689807692307692,585.5,144.66108333333332,66.85,8.0
Connecticut,2012,227164.0853599643,Connecticut,69519,285900,1044,1360184,929560,430624,3572213,9,68.3,4.1125447719328525,244400.0,3.6574999999999998,783.75,140.97799999999998,65.45,4.758333333333334
Connecticut,2014,233102.38786750182,Connecticut,69899,274500,1069,1356206,913043,443163,3592053,9,67.3,3.9270948082232935,285775.0,4.168867924528302,1000.25,164.66633333333334,64.475,5.4750000000000005
Connecticut,2016,237320.92787731477,Connecticut,71755,269300,1094,1354713,900223,454490,3588570,9,66.5,3.7530485680440386,305125.0,3.6540384615384616,1177.0833333333333,180.89083333333335,63.4,5.208333333333333
Connecticut,2018,248581.82683739378,Connecticut,76106,272700,1156,1367374,907134,460240,3581504,9,66.3,3.5831603290147953,325275.0,4.544615384615384,1246.8333333333333,202.42791666666668,64.425,6.175
Connecticut,2020,263071.51829768735,Connecticut,79855,279700,1201,1385437,915408,470029,3570549,9,66.1,3.502598459708221,328150.0,3.111698113207547,1394.3333333333333,222.06316666666666,66.6,4.625
Connecticut,2022,336860.87984000175,Connecticut,90213,323700,1374,1409807,932588,477219,3611317,9,66.2,3.588174653320475,432950.0,5.344038461538461,1551.5,298.32533333333333,65.775,8.483333333333333
Connecticut,2023,361769.6936385844,Connecticut,93760,343200,1431,1420170,939912,480258,3598348,9,66.2,3.660409556313993,426525.0,6.806730769230769,1420.5833333333333,305.7504166666667,65.9,7.875
Delaware,2010,239100.73148681349,Delaware,57599,242300,938,331639,244005,87634,881278,10,73.6,4.206670254691922,222700.0,4.689807692307692,585.5,144.66108333333332,66.85,8.0
Delaware,2012,212025.74418429701,Delaware,60119,241100,985,334076,242788,91288,900131,10,72.7,4.010379414161912,244400.0,3.6574999999999998,783.75,140.97799999999998,65.45,4.758333333333334
Delaware,2014,224103.39251811674,Delaware,60231,232900,1012,339046,242860,96186,917060,10,71.6,3.8667795653401074,285775.0,4.168867924528302,1000.25,164.66633333333334,64.475,5.4750000000000005
Delaware,2016,244682.69892073885,Delaware,61017,233100,1039,348051,246940,101111,934695,10,70.9,3.8202468164609864,305125.0,3.6540384615384616,1177.0833333333333,180.89083333333335,63.4,5.208333333333333
Delaware,2018,261689.70449151724,Delaware,65627,244700,1110,357765,254308,103457,949495,10,71.1,3.7286482697670165,325275.0,4.544615384615384,1246.8333333333333,202.42791666666668,64.425,6.175
Delaware,2020,278747.0321933977,Delaware,69110,258300,1150,370953,264915,106038,967679,10,71.4,3.7375198958182607,328150.0,3.111698113207547,1394.3333333333333,222.06316666666666,66.6,4.625
Delaware,2022,356545.87958234973,Delaware,79325,305200,1286,389000,279923,109077,993635,10,72.0,3.8474629687992437,432950.0,5.344038461538461,1551.5,298.32533333333333,65.775,8.483333333333333
Delaware,2023,370633.4202082695,Delaware,82855,326800,1341,396209,286340,109869,1005872,10,72.3,3.944239937239756,426525.0,6.806730769230769,1420.5833333333333,305.7504166666667,65.9,7.875
District of Columbia,2010,360050.0262057478,District of Columbia,58526,443300,1063,257317,111879,145438,584400,11,43.5,7.574411372723234,222700.0,4.689807692307692,585.5,144.66108333333332,66.85,8.0
District of Columbia,2012,364098.45357101195,District of Columbia,64267,443000,1200,261192,110853,150339,605759,11,42.4,6.893117774285403,244400.0,3.6574999999999998,783.75,140.97799999999998,65.45,4.758333333333334
District of Columbia,2014,449497.26577031676,District of Columbia,69235,454500,1302,267415,111198,156217,633736,11,41.6,6.564598830071495,285775.0,4.168867924528302,1000.25,164.66633333333334,64.475,5.4750000000000005
District of Columbia,2016,501048.951219474,District of Columbia,72935,506100,1362,276546,112672,163874,659009,11,40.7,6.939055323233016,305125.0,3.6540384615384616,1177.0833333333333,180.89083333333335,63.4,5.208333333333333
District of Columbia,2018,549530.3938147821,District of Columbia,82604,568400,1487,281322,117571,163751,684498,11,41.8,6.881022710764612,325275.0,4.544615384615384,1246.8333333333333,202.42791666666668,64.425,6.175
District of Columbia,2020,588939.2231254415,District of Columbia,90842,618100,1607,288307,122648,165659,701974,11,42.5,6.804121441623918,328150.0,3.111698113207547,1394.3333333333333,222.06316666666666,66.6,4.625
District of Columbia,2022,635134.1204458803,District of Columbia,101722,705000,1817,315785,130865,184920,670587,11,41.4,6.930654135781837,432950.0,5.344038461538461,1551.5,298.32533333333333,65.775,8.483333333333333
District of Columbia,2023,611692.0861937257,District of Columbia,106287,724600,1900,321556,132288,189268,672079,11,41.1,6.817390649844289,426525.0,6.806730769230769,1420.5833333333333,305.7504166666667,65.9,7.875
Florida,2010,146401.5524985181,Florida,47661,205600,957,7152844,4986629,2166215,18511620,12,69.7,4.3137995426029665,222700.0,4.689807692307692,585.5,144.66108333333332,66.85,8.0
Florida,2012,132086.46377734074,Florida,47309,170800,987,7147013,4865400,2281613,18885152,12,68.1,3.6103067069690757,244400.0,3.6574999999999998,783.75,140.97799999999998,65.45,4.758333333333334
Florida,2014,166204.796488145,Florida,47212,156200,998,7217508,4772944,2444564,19361792,12,66.1,3.3084808946877913,285775.0,4.168867924528302,1000.25,164.66633333333334,64.475,5.4750000000000005
Florida,2016,198285.1881222081,Florida,48900,166800,1032,7393262,4787320,2605942,19934451,12,64.8,3.411042944785276,305125.0,3.6540384615384616,1177.0833333333333,180.89083333333335,63.4,5.208333333333333
Florida,2018,230649.56212495928,Florida,53267,196800,1128,7621760,4954601,2667159,20598139,12,65.0,3.694595152721197,325275.0,4.544615384615384,1246.8333333333333,202.42791666666668,64.425,6.175
Florida,2020,257027.53982653155,Florida,57703,232000,1218,7931313,5250878,2680435,21216924,12,66.2,4.020588184323172,328150.0,3.111698113207547,1394.3333333333333,222.06316666666666,66.6,4.625
Florida,2022,374163.7194970795,Florida,67917,292200,1444,8353441,5585924,2767517,21634529,12,66.9,4.302310172710809,432950.0,5.344038461538461,1551.5,298.32533333333333,65.775,8.483333333333333
Florida,2023,390680.78105489817,Florida,71711,325000,1564,8550911,5756809,2794102,21928881,12,67.3,4.532080155066866,426525.0,6.806730769230769,1420.5833333333333,305.7504166666667,65.9,7.875
Georgia,2010,138015.0938683066,Georgia,49347,161400,808,3468704,2331778,1136926,9468815,13,67.2,3.2707155450179344,222700.0,4.689807692307692,585.5,144.66108333333332,66.85,8.0
Georgia,2012,121597.7246856054,Georgia,49604,156400,849,3508477,2315287,1193190,9714569,13,66.0,3.152971534553665,244400.0,3.6574999999999998,783.75,140.97799999999998,65.45,4.758333333333334
Georgia,2014,145857.07431670898,Georgia,49342,148000,874,3540690,2272001,1268689,9907756,13,64.2,2.99947306554254,285775.0,4.168867924528302,1000.25,164.66633333333334,64.475,5.4750000000000005
Georgia,2016,165245.18094037267,Georgia,51037,152400,897,3611706,2266411,1345295,10099320,13,62.8,2.9860689303838392,305125.0,3.6540384615384616,1177.0833333333333,180.89083333333335,63.4,5.208333333333333
Georgia,2018,191067.16845982638,Georgia,55679,166800,968,3709488,2339981,1369507,10297484,13,63.1,2.9957434580362436,325275.0,4.544615384615384,1246.8333333333333,202.42791666666668,64.425,6.175
Georgia,2020,220254.26627229454,Georgia,61224,190200,1042,3830264,2453159,1377105,10516579,13,64.0,3.106624852998824,328150.0,3.111698113207547,1394.3333333333333,222.06316666666666,66.6,4.625
Georgia,2022,313410.7985939771,Georgia,71355,245900,1221,3946490,2565877,1380613,10722325,13,65.0,3.4461495340200408,432950.0,5.344038461538461,1551.5,298.32533333333333,65.775,8.483333333333333
Georgia,2023,323227.8974555716,Georgia,74664,272900,1306,4008013,2619529,1388484,10822590,13,65.4,3.655041251473267,426525.0,6.806730769230769,1420.5833333333333,305.7504166666667,65.9,7.875
Hawaii,2010,414434.8055873455,Hawaii,66420,537400,1260,442267,262419,179848,1333591,15,59.3,8.090936464920205,222700.0,4.689807692307692,585.5,144.66108333333332,66.85,8.0
Hawaii,2012,410723.3202820471,Hawaii,67492,517000,1354,447453,260268,187185,1362730,15,58.2,7.66016713091922,244400.0,3.6574999999999998,783.75,140.97799999999998,65.45,4.758333333333334
Hawaii,2014,475036.1590025434,Hawaii,68201,504500,1417,450299,257315,192984,1392704,15,57.1,7.3972522397032305,285775.0,4.168867924528302,1000.25,164.66633333333334,64.475,5.4750000000000005
Hawaii,2016,535461.1225545413,Hawaii,71977,538400,1456,452030,259854,192176,1413673,15,57.5,7.480167275657502,305125.0,3.6540384615384616,1177.0833333333333,180.89083333333335,63.4,5.208333333333333
Hawaii,2018,594778.6484669403,Hawaii,78084,587700,1566,456782,266362,190420,1422029,15,58.3,7.5265099124020285,325275.0,4.544615384615384,1246.8333333333333,202.42791666666668,64.425,6.175
Hawaii,2020,621825.5854880014,Hawaii,83173,636400,1651,467932,282037,185895,1420074,15,60.3,7.651521527418754,328150.0,3.111698113207547,1394.3333333333333,222.06316666666666,66.6,4.625
